;product;brand;rev_rating;rev_loc;rev_dt
3079;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;18 January 2020
3080;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;18 January 2020
3081;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;18 January 2020
3082;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;17 January 2020
3083;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;17 January 2020
3084;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;17 January 2020
3085;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;17 January 2020
3086;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;17 January 2020
3087;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;17 January 2020
3088;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;17 January 2020
3089;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;16 January 2020
3090;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;16 January 2020
3091;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;16 January 2020
3092;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;16 January 2020
3093;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;16 January 2020
3094;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;15 January 2020
3095;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;15 January 2020
3096;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;15 January 2020
3097;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;15 January 2020
3098;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;15 January 2020
3099;Black Cherry;Yankee Candle Tea Light Scented Candles;3.0;the United Kingdom;14 January 2020
3100;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;14 January 2020
3101;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;14 January 2020
3102;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;13 January 2020
3103;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;13 January 2020
3104;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;13 January 2020
3105;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;12 January 2020
3106;Black Cherry;Yankee Candle Tea Light Scented Candles;3.0;the United Kingdom;12 January 2020
3107;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;12 January 2020
3108;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;12 January 2020
3109;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;12 January 2020
3110;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;12 January 2020
3111;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;12 January 2020
3112;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;11 January 2020
3113;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;11 January 2020
3114;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;11 January 2020
3115;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;11 January 2020
3116;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;11 January 2020
3117;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;11 January 2020
3118;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;11 January 2020
3119;Black Cherry;Yankee Candle Tea Light Scented Candles;3.0;the United Kingdom;11 January 2020
3120;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;10 January 2020
3121;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;10 January 2020
3122;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;10 January 2020
3123;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;10 January 2020
3124;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;9 January 2020
3125;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;9 January 2020
3126;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;9 January 2020
3127;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;9 January 2020
3128;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;9 January 2020
3129;Black Cherry;Yankee Candle Tea Light Scented Candles;2.0;the United Kingdom;9 January 2020
3130;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;9 January 2020
3131;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;9 January 2020
3132;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;8 January 2020
3133;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;8 January 2020
3134;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;8 January 2020
3135;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;8 January 2020
3136;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;8 January 2020
3137;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;8 January 2020
3138;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;7 January 2020
3139;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;7 January 2020
3140;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;7 January 2020
3141;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;7 January 2020
3142;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;7 January 2020
3143;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;7 January 2020
3144;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;7 January 2020
3145;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;7 January 2020
3146;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;6 January 2020
3147;Black Cherry;Yankee Candle Tea Light Scented Candles;3.0;the United Kingdom;6 January 2020
3148;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;6 January 2020
3149;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;5 January 2020
3150;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;5 January 2020
3151;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;5 January 2020
3152;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;5 January 2020
3153;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;5 January 2020
3154;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;5 January 2020
3155;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;5 January 2020
3156;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;5 January 2020
3157;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;5 January 2020
3158;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;5 January 2020
3159;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;5 January 2020
3160;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;5 January 2020
3161;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;4 January 2020
3162;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;4 January 2020
3163;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;4 January 2020
3164;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;4 January 2020
3165;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;4 January 2020
3166;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;4 January 2020
3167;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;4 January 2020
3168;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;4 January 2020
3169;Black Cherry;Yankee Candle Tea Light Scented Candles;3.0;the United Kingdom;4 January 2020
3170;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;3 January 2020
3171;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;3 January 2020
3172;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;3 January 2020
3173;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;3 January 2020
3174;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;3 January 2020
3175;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;3 January 2020
3176;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;3 January 2020
3177;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;3 January 2020
3178;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;3 January 2020
3179;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;3 January 2020
3180;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;3 January 2020
3181;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;3 January 2020
3182;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;3 January 2020
3183;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;2 January 2020
3184;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;2 January 2020
3185;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;2 January 2020
3186;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;2 January 2020
3187;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;2 January 2020
3188;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;2 January 2020
3189;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;2 January 2020
3190;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;2 January 2020
3191;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;2 January 2020
3192;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;2 January 2020
3193;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;2 January 2020
3194;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;1 January 2020
3195;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;1 January 2020
3196;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;1 January 2020
3197;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;1 January 2020
3198;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;31 December 2019
3199;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;31 December 2019
3200;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;31 December 2019
3201;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;31 December 2019
3202;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;30 December 2019
3203;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;30 December 2019
3204;Black Cherry;Yankee Candle Tea Light Scented Candles;2.0;the United Kingdom;30 December 2019
3205;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;30 December 2019
3206;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;30 December 2019
3207;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;30 December 2019
3208;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;29 December 2019
3209;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;29 December 2019
3210;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;29 December 2019
3211;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;29 December 2019
3212;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;29 December 2019
3213;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;29 December 2019
3214;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;28 December 2019
3215;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;28 December 2019
3216;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;28 December 2019
3217;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;28 December 2019
3218;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;28 December 2019
3219;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;28 December 2019
3220;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;28 December 2019
3221;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;27 December 2019
3222;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;26 December 2019
3223;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;24 December 2019
3224;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;24 December 2019
3225;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;24 December 2019
3226;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;24 December 2019
3227;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;24 December 2019
3228;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;24 December 2019
3229;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;23 December 2019
3230;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;22 December 2019
3231;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;22 December 2019
3232;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;22 December 2019
3233;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;22 December 2019
3234;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;22 December 2019
3235;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;21 December 2019
3236;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;21 December 2019
3237;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;21 December 2019
3238;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;21 December 2019
3239;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;21 December 2019
3240;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;20 December 2019
3241;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;20 December 2019
3242;Black Cherry;Yankee Candle Tea Light Scented Candles;3.0;the United Kingdom;20 December 2019
3243;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;20 December 2019
3244;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;19 December 2019
3245;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;19 December 2019
3246;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;19 December 2019
3247;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;17 December 2019
3248;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;17 December 2019
3249;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;17 December 2019
3250;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;17 December 2019
3251;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;17 December 2019
3252;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;17 December 2019
3253;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;16 December 2019
3254;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;15 December 2019
3255;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;15 December 2019
3256;Black Cherry;Yankee Candle Tea Light Scented Candles;3.0;the United Kingdom;15 December 2019
3257;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;15 December 2019
3258;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;15 December 2019
3259;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;14 December 2019
3260;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;14 December 2019
3261;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;14 December 2019
3262;Black Cherry;Yankee Candle Tea Light Scented Candles;3.0;the United Kingdom;14 December 2019
3263;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;13 December 2019
3264;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;13 December 2019
3265;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;12 December 2019
3266;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;12 December 2019
3267;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;12 December 2019
3268;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;11 December 2019
3269;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;11 December 2019
3270;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;11 December 2019
3271;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;11 December 2019
3272;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;10 December 2019
3273;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;10 December 2019
3274;Black Cherry;Yankee Candle Tea Light Scented Candles;3.0;the United Kingdom;10 December 2019
3275;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;10 December 2019
3276;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;10 December 2019
3277;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;9 December 2019
3278;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;8 December 2019
3279;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;8 December 2019
3280;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;8 December 2019
3281;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;7 December 2019
3282;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;7 December 2019
3283;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;6 December 2019
3284;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;5 December 2019
3285;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;5 December 2019
3286;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;5 December 2019
3287;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;5 December 2019
3288;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;4 December 2019
3289;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;4 December 2019
3290;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;4 December 2019
3291;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;4 December 2019
3292;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;4 December 2019
3293;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;4 December 2019
3294;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;3 December 2019
3295;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;3 December 2019
3296;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;3 December 2019
3297;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;3 December 2019
3298;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;3 December 2019
3299;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;30 November 2019
3300;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;30 November 2019
3301;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;30 November 2019
3302;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;29 November 2019
3303;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;29 November 2019
3304;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;28 November 2019
3305;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;27 November 2019
3306;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;27 November 2019
3307;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;26 November 2019
3308;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;25 November 2019
3309;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;25 November 2019
3310;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;25 November 2019
3311;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;24 November 2019
3312;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;24 November 2019
3313;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;22 November 2019
3314;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;22 November 2019
3315;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;21 November 2019
3316;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;20 November 2019
3317;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;18 November 2019
3318;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;18 November 2019
3319;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;18 November 2019
3320;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;17 November 2019
3321;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;16 November 2019
3322;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;16 November 2019
3323;Black Cherry;Yankee Candle Tea Light Scented Candles;2.0;the United Kingdom;15 November 2019
3324;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;15 November 2019
3325;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;14 November 2019
3326;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;13 November 2019
3327;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;12 November 2019
3328;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;12 November 2019
3329;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;12 November 2019
3330;Black Cherry;Yankee Candle Tea Light Scented Candles;2.0;the United Kingdom;8 November 2019
3331;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;7 November 2019
3332;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;7 November 2019
3333;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;6 November 2019
3334;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;6 November 2019
3335;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;5 November 2019
3336;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;5 November 2019
3337;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;4 November 2019
3338;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;4 November 2019
3339;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;3 November 2019
3340;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;2 November 2019
3341;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;31 October 2019
3342;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;31 October 2019
3343;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;29 October 2019
3344;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;28 October 2019
3345;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;28 October 2019
3346;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;28 October 2019
3347;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;25 October 2019
3348;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;24 October 2019
3349;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;24 October 2019
3350;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;23 October 2019
3351;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;22 October 2019
3352;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;18 October 2019
3353;Black Cherry;Yankee Candle Tea Light Scented Candles;4.0;the United Kingdom;17 October 2019
3354;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;15 October 2019
3355;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;15 October 2019
3356;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;13 October 2019
3357;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;12 October 2019
3358;Black Cherry;Yankee Candle Tea Light Scented Candles;1.0;the United Kingdom;11 October 2019
3359;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;10 October 2019
3360;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;10 October 2019
3361;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;7 October 2019
3362;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;6 October 2019
3363;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;5 October 2019
3364;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;3 October 2019
3365;Black Cherry;Yankee Candle Tea Light Scented Candles;2.0;the United Kingdom;1 October 2019
3366;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;30 September 2019
3367;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;30 September 2019
3368;Black Cherry;Yankee Candle Tea Light Scented Candles;5.0;the United Kingdom;30 September 2019
3369;Black Cherry;Yankee Candle Tea Light Scented Candles;2.0;the United Kingdom;29 September 2019
